,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,-additional
479,Billy Bajema,SFO,TE,24,16,6,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,92,,BajeBi00
480,Alex Bannister,BAL,WR,27,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,172,,BannAl00
481,Brett Basanez,CAR,QB,23,1,0,6,11,56,0,1,1,2,2.00,0,0,0,0,,0,0,,0,,,,0.4,1.4,1.4,,66,,BasaBr00
482,Eric Beverly,ATL,TE,32,16,2,0,0,0,0,0,0,0,,0,1,1,0,0.00,0,0,,0,,,,1.0,1.0,0.5,,93,,BeveEr00
483,Shaun Bodiford,2TM,WR,24,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,173,,BodiSh00
484,Nehemiah Broughton,WAS,FB,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,160,,BrouNe00
485,Greg Camarillo,SDG,WR,24,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,174,,CamaGr00
486,Jason Carter,MIN,WR,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,175,,CartJa00
487,Matt Cassel,NWE,QB,24,6,0,5,8,32,0,0,2,4,2.00,0,0,0,0,,0,1,1,0,,,,-0.3,0.7,-0.3,,75,,CassMa00
488,Patrick Cobbs,MIA,RB,23,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,161,,CobbPa00
489,Airese Currie,CHI,WR,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,176,,CurrAi00
490,Tony Curtis,DAL,TE,23,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,94,,CurtTo00
491,Devard Darling,BAL,WR,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,177,,DarlDe00
492,Koy Detmer,PHI,QB,33,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,69,,DetmKo00
493,Todd Devoe,DEN,WR,26,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,178,,DevoTo00
494,De Dorsey,IND,RB,22,13,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,162,,DorsDe00
495,Ken Dorsey,CLE,QB,25,1,0,0,1,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,71,,DorsKe00
496,Kevin Dudley,ATL,RB,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,163,,DudlKe00
497,Adimchinobe Echemandu,OAK,RB,26,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,164,,EcheAd00
498,Jamin Elliott,ATL,WR,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,179,,ElliJa00
499,Mike Espy,WAS,WR,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,180,,EspyMi20
500,Tim Euhus,PIT,TE,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,95,,EuhuTi00
501,Kevin Everett,BUF,TE,24,16,4,0,0,0,0,0,0,0,,0,1,1,1,1.00,0,0,,0,,,,1.1,1.1,0.6,,89,,EverKe00
502,Ryan Fitzpatrick,STL,QB,24,1,0,0,0,0,0,0,3,0,0.00,0,0,0,0,,0,0,,0,,,,,,,,72,,FitzRy00
503,J.P. Foschi,OAK,FB,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,165,,FoscJo00
504,Quinton Ganther,TEN,RB,22,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,166,,GantQu00
505,Lamar Gordon,DET,RB,26,1,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,155,,GordLa00
506,Skyler Green,DAL,WR,22,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,181,,GreeSk20
507,Justin Hamilton,CLE,RB,24,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,167,,HamiJu20
508,Ryan Hannam,DAL,TE,26,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,96,,HannRy00
509,Chris Hetherington,SFO,FB,34,3,2,0,0,0,0,0,0,0,,0,2,2,0,0.00,0,0,,0,,,,2.0,2.0,1.0,,168,,HethCh00
510,Glenn Holt,CIN,WR,22,11,0,0,0,0,0,0,0,0,,0,2,1,3,3.00,0,0,,0,,,,1.3,1.3,0.8,,170,,HoltGl00
511,Tory Humphrey,GNB,TE,23,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,97,,HumpTo00
512,Marlion Jackson,ATL,RB,29,1,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,156,,JackMa01
513,Adam Jennings,ATL,WR,24,15,0,0,0,0,0,0,1,-4,-4.00,0,1,0,0,,0,0,,0,,,,-0.4,-0.4,-0.4,,198,,JennAd00
514,Darcy Johnson,NYG,TE,23,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,98,,JohnDa03
515,Mark Jones,TAM,WR,26,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,182,,JoneMa01
516,Bennie Joppru,2TM,TE,26,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,99,,JoppBe00
517,Keith Joseph,NOR,RB,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,169,,JoseKe00
518,Kevin Kasper,DET,WR,29,1,1,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,183,,KaspKe00
519,Brian Kozlowski,WAS,TE,36,3,0,0,0,0,0,0,0,0,,0,2,1,1,1.00,0,0,,0,,,,1.1,1.1,0.6,,90,,KozlBr00
520,Michael Lewis,NOR,WR,35,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,3,,0,,,,,,,,184,,LewiMi00
521,Jared Lorenzen,NYG,QB,25,2,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,67,,LoreJa00
522,Maurice Mann,MIN,WR,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,185,,MannMa00
523,Jamar Martin,NYJ,FB,26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,170,,MartJa01
524,Tim Massaquoi,MIA,TE,24,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,100,,MassTi20
525,Jerome Mathis,HOU,WR,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,186,,MathJe00
526,Lee Mays,PIT,WR,28,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,187,,MaysLe00
527,Quincy Morgan,DEN,WR,29,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,188,,MorgQu00
528,Chad Morton,NYG,RB,29,15,0,0,0,0,0,0,1,22,22.00,0,0,0,0,,0,2,1,0,,,,0.2,1.2,0.2,,157,,MortCh00
529,Kendrick Mosley,CLE,WR,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,189,,MoslKe00
530,Matt Murphy,BUF,TE,26,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,101,,MurpMa00
531,Kassim Osgood,SDG,WR,26,16,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,0,,,,,,,,190,,OsgoKa00
532,Chad Owens,JAX,WR,24,4,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,191,,OwenCh00
533,Montell Owens,JAX,RB,22,14,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,171,,OwenMo01
534,Bruce Perry,PHI,RB,25,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,172,,PerrBr01
535,Willie Ponder,2TM,WR,26,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,192,,PondWi00
536,P.J. Pope,GNB,RB,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,173,,PopeP.20
537,Derek Rackley,SEA,TE,29,15,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,102,,RackDe00
538,Jason Rader,MIA,TE,25,5,1,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,103,,RadeJa00
539,Patrick Ramsey,NYJ,QB,27,1,0,0,1,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,73,,RamsPa00
540,Jamaica Rector,DAL,WR,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,193,,RectJa00
541,Willie Reid,PIT,WR,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,194,,ReidWi00
542,Jamal Robertson,ATL,RB,29,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,174,,RobeJa00
543,J.D. Runnels,CHI,RB,22,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,175,,RunnJ.00
544,B.J. Sams,BAL,RB,26,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,176,,SamsB.00
545,Josh Scobey,SEA,RB,27,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,177,,ScobJo00
546,Mike Seidman,CAR,TE,25,3,3,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,104,,SeidMi00
547,James Sims,NYG,RB,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,178,,SimsJa00
548,Jonathan Smith,NWE,WR,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,195,,SmitJo00
549,Paul Smith,STL,RB,28,10,3,0,0,0,0,0,0,0,,0,2,0,0,,0,0,,0,,,,,,,,179,,SmitPa00
550,Jim Sorgi,IND,QB,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,70,,SorgJi00
551,Duce Staley,PIT,RB,31,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,180,,StalDu00
552,Andy Thorn,DAL,TE,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,105,,ThorAn00
553,Stacy Tutt,NYJ,RB,24,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,0,,,,,,,,181,,TuttSt00
554,Billy Volek,SDG,QB,30,1,0,1,2,4,0,0,3,-3,-1.00,0,0,0,0,,0,0,,0,,,,-0.1,-0.1,-0.1,,74,,VoleBi00
555,Derrick Ward,NYG,RB,26,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,182,,WardDe01
556,Shaud Williams,BUF,RB,26,5,0,0,0,0,0,0,2,2,1.00,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,158,,WillSh01
557,Quincy Wilson,CIN,RB,25,3,0,0,0,0,0,0,2,2,1.00,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,159,,WilsQu00
558,Anthony Wright,CIN,QB,30,4,0,3,3,31,0,0,4,-12,-3.00,0,0,0,0,,0,0,,0,,,,,,,,68,,WrigAn00
559,Wallace Wright,NYJ,WR,22,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,196,,WrigWa00
560,Kevin Youngblood,ATL,WR,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,197,,YounKe00
561,Kellen Clemens,NYJ,QB,23,2,0,0,1,0,0,0,2,10,5.00,0,0,0,0,,0,1,1,0,,,-1,-1.0,,-1.0,,77,,ClemKe00
562,Eddie Drummond,DET,WR,26,14,0,0,0,0,0,0,1,4,4.00,0,10,2,10,5.00,0,4,1,0,,,-1,1.4,2.4,0.4,,199,,DrumEd00
563,Dane Looker,STL,WR,30,16,0,0,0,0,0,0,1,13,13.00,0,2,0,0,,0,1,1,0,,,-1,-0.7,0.3,-0.7,,200,,LookDa00
564,Ingle Martin,GNB,QB,24,1,0,0,0,0,0,0,2,-5,-2.50,0,0,0,0,,0,0,,0,,,-1,-0.5,-0.5,-0.5,,76,,MartIn00
565,Dave Moore,TAM,TE,37,13,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,1,1,0,,,-1,-0.1,0.9,-0.6,,106,,MoorDa00
566,Derrick Ross,KAN,RB,23,7,0,0,0,0,0,0,3,8,2.67,0,0,0,0,,0,1,1,0,,,-1,-1.2,-0.2,-1.2,,183,,RossDe00
567,Edell Shepherd,HOU,WR,26,7,0,0,0,0,0,0,2,5,2.50,0,4,3,22,7.33,0,2,2,0,,,-1,1.7,3.7,0.2,,201,,ShepEd00
568,Miles Austin,DAL,WR,22,9,0,0,0,0,0,0,0,0,,0,0,0,0,,0,3,1,0,,,-2,-2.0,-1.0,-2.0,,202,,AustMi00
569,Brian Clark,DEN,WR,23,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,2,1,0,,,-2,-2.0,-1.0,-2.0,,203,,ClarBr00
570,Cory Ross,BAL,RB,24,4,0,0,0,0,0,0,0,0,,0,1,0,0,,0,1,1,0,,,-2,-2.0,-1.0,-2.0,,184,,RossCo00
571,Brandon Williams,SFO,WR,22,13,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,0,,,-2,-2.0,-1.0,-2.0,,204,,WillBr01
572,Brodie Croyle,KAN,QB,23,2,0,3,7,23,0,2,3,-3,-1.00,0,0,0,0,,0,0,,0,,,-3,-3.4,-1.4,-1.4,,78,,CroyBr00
