,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,-additional
478,Charly Martin,CAR,WR,25,7,0,0,0,0,0,0,0,0,,0,2,1,6,6.00,0,0,,0,,,1,1.6,1.6,1.1,,169,,MartCh00
479,Jason McKie,CHI,FB,29,16,11,0,0,0,0,0,0,0,,0,10,5,13,2.60,0,0,,0,,,1,6.3,6.3,3.8,,152,,McKiJa00
480,Jake O'Connell,KAN,TE,24,4,2,0,0,0,0,0,0,0,,0,10,2,7,3.50,0,0,,0,,,1,2.7,2.7,1.7,,94,,OConJa00
481,Bear Pascoe,NYG,TE,23,4,1,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,0,,0,,,1,1.9,1.9,1.4,,92,,PascBe00
482,Kory Sheets,MIA,RB,24,2,0,0,0,0,0,0,1,5,5.00,0,0,0,0,,0,0,,0,,,1,0.5,0.5,0.5,,156,,SheeKo00
483,Matthew Slater,NWE,WR,24,14,0,0,0,0,0,0,1,6,6.00,0,0,0,0,,0,0,,0,,,1,0.6,0.6,0.6,,170,,SlatMa00
484,Terrelle Smith,DET,FB,31,8,0,0,0,0,0,0,0,0,,0,4,2,7,3.50,0,0,,0,,,1,2.7,2.7,1.7,,153,,SmitTe00
485,John Standeford,DET,WR,27,2,0,0,0,0,0,0,0,0,,0,3,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,173,,StanJo00
486,Limas Sweed,PIT,WR,25,9,0,0,0,0,0,0,0,0,,0,5,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,174,,SweeLi00
487,Brandon Tate,NWE,WR,22,2,1,0,0,0,0,0,1,11,11.00,0,2,0,0,,0,0,,0,,,1,1.1,1.1,1.1,,163,,TateBr00
488,Javarris Williams,KAN,RB,23,4,0,0,0,0,0,0,6,6,1.00,0,1,0,0,,0,0,,0,,,1,0.6,0.6,0.6,,154,,WillJa05
489,Troy Williamson,JAX,WR,26,2,1,0,0,0,0,0,0,0,,0,4,3,34,11.33,0,1,1,0,,,1,4.4,5.4,2.9,,162,,WillTr01
490,Jake Allen,2TM,WR,24,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,175,,AlleJa24
491,B.J. Askew,TAM,FB,29,5,2,0,0,0,0,0,1,0,0.00,0,2,2,3,1.50,0,0,,0,,,,2.3,2.3,1.3,,159,,AskeB.00
492,Brock Bolen,JAX,RB,24,3,0,0,0,0,0,0,0,0,,0,3,0,0,,0,,,0,,,,,,,,162,,BoleBr00
493,Colin Cloherty,IND,TE,22,1,0,0,0,0,0,0,0,0,,0,1,1,2,2.00,0,0,,0,,,,1.2,1.2,0.7,,98,,ClohCo00
494,Andre Coleman,SDG,TE,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,100,,ColeAn21
495,Biren Ealy,GNB,WR,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,176,,EalyBi00
496,Dominique Edison,TEN,WR,23,5,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,177,,EdisDo00
497,Tony Fiammetta,CAR,FB,23,10,2,0,0,0,0,0,0,0,,0,3,0,0,,0,,,0,,,,,,,,163,,FiamTo00
498,Matt Flynn,GNB,QB,24,15,0,7,12,58,0,1,5,-5,-1.00,0,0,0,0,,0,0,,0,,,,-0.2,0.8,0.8,,72,,FlynMa00
499,Eric Fowler,DET,WR,25,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,178,,FowlEr20
500,Sam Giguere,IND,WR,24,1,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,,0,,,,,,,,179,,GiguSa00
501,Anthony Gonzalez,IND,WR,25,1,1,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,180,,GonzAn00
502,Dan Gronkowski,DET,TE,24,2,0,0,0,0,0,0,0,0,,0,3,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,95,,GronDa00
503,Rex Grossman,HOU,QB,29,1,0,3,9,33,0,1,3,9,3.00,0,0,0,0,,0,1,,0,,,,0.2,1.2,1.2,,66,,GrosRe00
504,Matt Gutierrez,KAN,QB,25,1,0,1,1,3,0,0,0,0,,0,0,0,0,,0,0,,0,,,,0.1,0.1,0.1,,67,,GutiMa00
505,Justin Harper,BAL,WR,24,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,181,,HarpJu01
506,Mike Hass,SEA,WR,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,182,,HassMi00
507,Chris Henry,TEN,RB,24,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,164,,HenrCh01
508,Darius Hill,CIN,TE,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,101,,HillDa03
509,Nathan Hodel,DET,TE,32,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,102,,HodeNa20
510,Jonathan Holland,OAK,WR,24,14,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,183,,HollJo01
511,Kareem Huggins,TAM,RB,23,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,165,,HuggKa00
512,Juaquin Iglesias,CHI,WR,22,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,184,,IgleJu00
513,Justin Jenkins,BUF,WR,29,12,0,0,0,0,0,0,1,-3,-3.00,0,0,0,0,,0,0,,0,,,,-0.3,-0.3,-0.3,,202,,JenkJu00
514,Adam Jennings,DET,WR,27,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,185,,JennAd00
515,Quinn Johnson,GNB,RB,23,9,0,0,0,0,0,0,0,0,,0,4,2,4,2.00,0,0,,0,,,,2.4,2.4,1.4,,157,,JohnQu00
516,Nate Jones,STL,WR,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,186,,JoneNa21
517,Spencer Larsen,DEN,FB,25,9,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,166,,LarsSp99
518,Matt Lawrence,BAL,RB,24,8,0,0,0,0,0,0,4,0,0.00,0,1,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,158,,LawrMa00
519,J.P. Losman,OAK,QB,28,1,0,0,1,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,71,,LosmJ.00
520,Elbert Mack,TAM,WR,23,15,3,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,187,,MackEl20
521,Marcus Mailei,NOR,RB,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,167,,MailMa00
522,Glenn Martinez,HOU,WR,28,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,188,,MartGl00
523,Chris Massey,STL,RB,30,7,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,168,,MassCh00
524,Michael Matthews,2TM,TE,26,7,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,103,,MattMi00
525,Josh McCown,CAR,QB,30,1,0,1,6,2,0,0,0,0,,0,0,0,0,,0,0,,0,,,,0.1,0.1,0.1,,69,,McCoJo01
526,Luke McCown,JAX,QB,28,3,0,1,3,2,0,0,0,0,,0,0,0,0,,0,0,,0,,,,0.1,0.1,0.1,,68,,McCoLu00
527,Shaun McDonald,PIT,WR,28,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,189,,McDoSh00
528,Kenny McKinley,DEN,WR,22,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,190,,McKiKe00
529,Sean Morey,ARI,WR,33,13,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,191,,MoreSe00
530,Cameron Morrah,SEA,TE,22,3,0,0,0,0,0,0,0,0,,0,1,1,3,3.00,0,0,,0,,,,1.3,1.3,0.8,,96,,MorrCa00
531,Matthew Mulligan,NYJ,TE,24,5,1,0,0,0,0,0,0,0,,0,1,1,2,2.00,0,0,,0,,,,1.2,1.2,0.7,,99,,MullMa00
532,Jordan Norwood,PHI,WR,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,192,,NorwJo00
533,Oren O'Neal,OAK,FB,26,4,0,0,0,0,0,0,1,0,0.00,0,0,0,0,,0,0,,0,,,,,,,,169,,ONeaOr00
534,Buck Ortega,NOR,TE,28,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,104,,OrteBu00
535,Montell Owens,JAX,RB,25,16,0,0,0,0,0,0,2,1,0.50,0,1,0,0,,0,0,,0,,,,0.1,0.1,0.1,,161,,OwenMo01
536,Cedric Peerman,DET,RB,23,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,170,,PeerCe00
537,Zach Potter,JAX,TE,23,1,1,0,0,0,0,0,0,0,,0,1,1,3,3.00,0,0,,0,,,,1.3,1.3,0.8,,97,,PottZa99
538,Chris Pressley,TAM,RB,23,7,3,0,0,0,0,0,1,0,0.00,0,1,1,2,2.00,0,0,,0,,,,1.2,1.2,0.7,,160,,PresCh00
539,Maurice Purify,CIN,WR,23,5,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,193,,PuriMa00
540,Richard Quinn,DEN,TE,23,15,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,105,,QuinRi00
541,Isaac Redman,PIT,RB,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,171,,RedmIs20
542,Jeff Robinson,SEA,TE,39,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,106,,RobiJe00
543,Jerome Simpson,CIN,WR,23,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,194,,SimpJe00
544,Jim Sorgi,IND,QB,29,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,70,,SorgJi00
545,Derek Stanley,STL,WR,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,195,,StanDe00
546,Craig Stevens,TEN,TE,25,12,2,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,107,,StevCr00
547,Brad St. Louis,CIN,TE,33,5,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,108,,StLoBr00
548,Frank Summers,PIT,RB,24,2,1,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,172,,SummFr00
549,Brett Swain,GNB,WR,24,6,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,196,,SwaiBr00
550,Patrick Turner,MIA,WR,22,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,197,,TurnPa00
551,Robert Turner,NYJ,TE,25,13,2,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,109,,TurnRo22
552,David Tyree,BAL,WR,29,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,198,,TyreDa00
553,Tiquan Underwood,JAX,WR,22,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,199,,UndeTi00
554,Javon Walker,OAK,WR,31,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,200,,WalkJa00
555,Chauncey Washington,DAL,RB,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,173,,WashCh00
556,Matt Willis,DEN,WR,25,1,1,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,201,,WillMa00
557,Keith Zinger,ATL,TE,25,15,2,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,110,,ZingKe20
558,J.T. O'Sullivan,CIN,QB,30,3,0,4,11,40,0,0,3,12,4.00,0,0,0,0,,0,2,2,0,,,-1,-1.2,0.8,-1.2,,73,,OSulJ.00
559,Clifton Smith,TAM,RB,24,11,0,0,0,0,0,0,4,7,1.75,0,5,2,4,2.00,0,3,1,0,,,-1,1.1,2.1,0.1,,174,,SmitCl22
560,Jeff Garcia,PHI,QB,39,1,0,0,0,0,0,0,3,-2,-0.67,0,0,0,0,,0,1,1,0,,,-2,-2.2,-1.2,-2.2,,75,,GarcJe00
561,Caleb Hanie,CHI,QB,24,2,0,3,7,11,0,1,0,0,,0,0,0,0,,0,0,,0,,,-2,-1.6,-0.6,-0.6,,74,,HaniCa00
562,Alvin Pearman,TEN,RB,27,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,0,,,-2,-2.0,-1.0,-2.0,,175,,PearAl00
563,Darius Reynaud,MIN,WR,25,11,0,0,0,0,0,0,0,0,,0,2,0,0,,0,3,1,0,,,-2,-2.0,-1.0,-2.0,,203,,ReynDa00
564,Chris Simms,DEN,QB,29,3,1,5,17,23,0,1,3,-4,-1.33,0,0,0,0,,0,1,1,0,,,-3,-3.5,-1.5,-2.5,,76,,SimmCh00
565,Stefan Logan,PIT,RB,28,16,1,0,0,0,0,0,0,0,,0,1,1,5,5.00,0,3,2,0,,,-4,-2.5,-0.5,-3.0,,176,,LogaSt00
566,Curtis Painter,IND,QB,24,2,0,8,28,83,0,2,3,4,1.33,0,0,0,0,,0,2,2,0,,,-4,-4.3,-0.3,-2.3,,77,,PainCu00
