,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,-additional
478,Chansi Stuckey,ARI,WR,28,9,0,0,0,0,0,0,0,0,,0,8,4,39,9.75,0,1,1,0,,,2,5.9,6.9,3.9,,179,,StucCh20
479,Brett Swain,SFO,WR,26,5,1,0,0,0,0,0,0,0,,0,7,2,15,7.50,0,0,,0,,,2,3.5,3.5,2.5,,181,,SwaiBr00
480,Brandon Tate,CIN,WR,24,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,3,2,1,,,2,2.0,4.0,2.0,,178,,TateBr00
481,David Thomas,NOR,TE,28,5,2,0,0,0,0,0,0,0,,0,9,5,16,3.20,0,0,,0,,,2,6.6,6.6,4.1,,90,,ThomDa02
482,Josh Vaughan,CAR,RB,25,7,0,0,0,0,0,0,7,24,3.43,0,0,0,0,,0,0,,0,,,2,2.4,2.4,2.4,,141,,VaugJo01
483,Eddie Williams,2TM,RB,24,6,0,0,0,0,0,0,2,2,1.00,0,1,1,17,17.00,0,0,,0,,,2,2.9,2.9,2.4,,144,,WillEd00
484,Anthony Allen,BAL,RB,23,5,0,0,0,0,0,0,3,8,2.67,0,0,0,0,,0,0,,0,,,1,0.8,0.8,0.8,,156,,AlleAn01
485,Emmanuel Arceneaux,MIN,WR,24,3,0,0,0,0,0,0,0,0,,0,2,1,10,10.00,0,0,,0,,,1,2.0,2.0,1.5,,186,,ArceEm00
486,David Ausberry,OAK,WR,24,12,0,0,0,0,0,0,1,-2,-2.00,0,2,2,14,7.00,0,0,,0,,,1,3.2,3.2,2.2,,184,,AusbDa00
487,Allen Bradford,TAM,RB,23,1,0,0,0,0,0,0,5,13,2.60,0,0,0,0,,0,0,,0,,,1,1.3,1.3,1.3,,149,,BradAl00
488,Aaron Brown,DET,RB,26,1,0,0,0,0,0,0,1,0,0.00,0,1,1,9,9.00,0,0,,0,,,1,1.9,1.9,1.4,,153,,BrowAa00
489,Mark Brunell,NYJ,QB,41,16,0,1,3,27,0,0,0,0,,0,0,0,0,,0,0,,0,,,1,1.1,1.1,1.1,,67,,BrunMa00
490,Shaun Chapas,DAL,RB,23,3,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,0,,0,,,1,1.9,1.9,1.4,,154,,ChapSh00
491,Mike Cox,ATL,FB,26,9,5,0,0,0,0,0,0,0,,0,3,2,8,4.00,0,1,,0,,,1,2.8,2.8,1.8,,157,,Cox_Mi20
492,Chase Daniel,NOR,QB,25,16,0,4,5,29,0,0,3,-3,-1.00,0,0,0,0,,0,0,,0,,,1,0.9,0.9,0.9,,70,,DaniCh00
493,Armanti Edwards,CAR,QB,23,16,0,1,1,11,0,0,1,5,5.00,0,0,0,0,,0,0,,0,,,1,0.9,0.9,0.9,,68,,EdwaAr00
494,Anthony Hill,IND,TE,26,7,2,0,0,0,0,0,0,0,,0,3,2,10,5.00,0,0,,0,,,1,3.0,3.0,2.0,,92,,HillAn00
495,Shaun Hill,DET,QB,31,2,0,2,3,33,0,0,1,-1,-1.00,0,0,0,0,,0,0,,0,,,1,1.2,1.2,1.2,,65,,HillSh00
496,Jeremy Horne,KAN,WR,25,9,0,0,0,0,0,0,1,5,5.00,0,2,0,0,,0,0,,0,,,1,0.5,0.5,0.5,,189,,HornJe00
497,Brian Hoyer,NWE,QB,26,3,0,1,1,22,0,0,4,-3,-0.75,0,0,0,0,,0,0,,0,,,1,0.6,0.6,0.6,,71,,HoyeBr00
498,Colin Kaepernick,SFO,QB,24,3,0,3,5,35,0,0,2,-2,-1.00,0,0,0,0,,0,0,,0,,,1,1.2,1.2,1.2,,66,,KaepCo00
499,Reggie Kelly,ATL,TE,34,16,2,0,0,0,0,0,0,0,,0,2,1,7,7.00,0,0,,0,,,1,1.7,1.7,1.2,,94,,KellRe00
500,Stefan Logan,DET,RB,30,16,1,0,0,0,0,0,9,32,3.56,0,1,1,19,19.00,0,6,2,0,,,1,2.1,4.1,1.6,,152,,LogaSt00
501,Ryan Mahaffey,IND,RB,24,5,0,0,0,0,0,0,0,0,,0,1,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,158,,MahaRy00
502,Jeron Mastrud,MIA,TE,24,14,3,0,0,0,0,0,0,0,,0,2,1,8,8.00,0,0,,0,,,1,1.8,1.8,1.3,,93,,MastJe20
503,Reagan Maui'a,ARI,RB,27,3,3,0,0,0,0,0,0,0,,0,1,1,12,12.00,0,0,,0,,,1,2.2,2.2,1.7,,150,,MauiRe00
504,Allen Reisner,MIN,TE,23,6,0,0,0,0,0,0,0,0,,0,1,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,95,,ReisAl00
505,Da'Rel Scott,NYG,RB,23,11,0,0,0,0,0,0,5,16,3.20,0,2,2,13,6.50,0,1,1,0,,,1,2.9,3.9,1.9,,155,,ScotDa01
506,Jordan Shipley,CIN,WR,26,2,0,0,0,0,0,0,0,0,,0,5,4,14,3.50,0,1,,0,,,1,5.4,5.4,3.4,,182,,ShipJo00
507,Lee Smith,BUF,WR,24,10,3,0,0,0,0,0,0,0,,0,4,4,11,2.75,0,0,,0,,,1,5.1,5.1,3.1,,185,,SmitLe00
508,Micheal Spurlock,TAM,WR,28,12,0,0,1,0,0,0,0,0,,0,6,2,13,6.50,0,0,,0,,,1,3.3,3.3,2.3,,183,,SpurMi00
509,Brandon Stokley,NYG,WR,35,2,0,0,0,0,0,0,0,0,,0,3,1,7,7.00,0,0,,0,,,1,1.7,1.7,1.2,,188,,StokBr00
510,Maurice Stovall,DET,WR,26,15,0,0,0,0,0,0,0,0,,0,3,1,8,8.00,0,0,,0,,,1,1.8,1.8,1.3,,187,,StovMa00
511,Tyrod Taylor,BAL,QB,22,3,0,1,1,18,0,0,1,2,2.00,0,0,0,0,,0,0,,0,,,1,0.9,0.9,0.9,,69,,TaylTy00
512,Julius Thomas,DEN,TE,23,5,1,0,0,0,0,0,0,0,,0,7,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,96,,ThomJu00
513,Chauncey Washington,DAL,RB,26,2,0,0,0,0,0,0,1,-1,-1.00,0,3,2,13,6.50,0,0,,0,,,1,3.2,3.2,2.2,,151,,WashCh00
514,D.J. Williams,GNB,TE,23,13,0,0,0,0,0,0,0,0,,0,4,2,13,6.50,0,0,,0,,,1,3.3,3.3,2.3,,91,,WillD.00
515,Darvin Adams,CAR,WR,21,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,191,,AdamDa00
516,Kyle Adams,CHI,TE,23,8,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,102,,AdamKy00
517,Kamar Aiken,BUF,WR,22,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,192,,AikeKa00
518,Seyi Ajirotutu,CAR,WR,24,14,0,0,0,0,0,0,0,0,,0,2,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,190,,AjirSe00
519,Derek Anderson,CAR,QB,28,2,0,0,0,0,0,0,2,-2,-1.00,0,0,0,0,,0,0,,0,,,,-0.2,-0.2,-0.2,,77,,AndeDe00
520,Arnaz Battle,PIT,WR,31,10,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,193,,BattAr00
521,Tom Brandstater,STL,QB,27,1,0,0,2,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,73,,BranTo00
522,Dominique Byrd,2TM,TE,27,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,103,,ByrdDo00
523,Rudy Carpenter,TAM,QB,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,75,,CarpRu00
524,Chris Clark,DEN,TE,26,16,6,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,104,,ClarCh21
525,Michael Clayton,NYG,WR,29,5,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,194,,ClayMi00
526,Kevin Cone,ATL,WR,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,195,,ConeKe00
527,Dominique Curry,STL,WR,24,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,196,,CurrDo00
528,Tandon Doss,BAL,WR,22,6,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,0,,,,,,,,197,,DossTa00
529,Shaun Draughn,KAN,RB,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,163,,DrauSh00
530,Darren Evans,IND,RB,23,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,164,,EvanDa00
531,Collin Franklin,TAM,WR,23,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,0,,,,,,,,198,,FranCo00
532,Anthony Gonzalez,IND,WR,27,8,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,0,,,,,,,,199,,GonzAn00
533,D'Andre Goodwin,DEN,WR,24,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,200,,GoodDA00
534,Mike Goodson,CAR,RB,24,4,0,0,0,0,0,0,0,0,,0,3,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,159,,GoodMi00
535,Richard Gordon,OAK,TE,24,14,1,0,0,0,0,0,0,0,,0,1,1,2,2.00,0,0,,0,,,,1.2,1.2,0.7,,99,,GordRi00
536,Chris Gronkowski,IND,RB,25,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,165,,GronCh00
537,Dan Gronkowski,2TM,TE,26,7,1,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,105,,GronDa00
538,Dwayne Harris,DAL,WR,24,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,201,,HarrDw00
539,Ben Hartsock,CAR,TE,31,15,2,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,106,,HartBe00
540,Joe Hastings,SFO,WR,24,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,202,,HastJo00
541,Michael Higgins,NOR,TE,24,2,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,97,,HiggMi00
542,Trindon Holliday,HOU,WR,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,203,,HollTr00
543,Jerrel Jernigan,NYG,WR,22,8,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,,0,,,,,,,,204,,JernJe00
544,Jaymar Johnson,ARI,WR,27,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,205,,JohnJa01
545,Larry Johnson,MIA,RB,32,1,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,161,,JohnLa00
546,Marquis Johnson,STL,FB,23,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,166,,JohnMa99
547,Mike Kafka,PHI,QB,24,4,0,11,16,107,0,2,3,0,0.00,0,0,0,0,,0,0,,0,,,,0.3,2.3,2.3,,72,,KafkMi00
548,Jim Kleinsasser,MIN,TE,34,16,11,0,0,0,0,0,0,0,,0,6,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,98,,KleiJi00
549,Max Komar,CHI,WR,24,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,206,,KomaMa00
550,Jameson Konz,SEA,RB,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,167,,KonzJa00
551,Elbert Mack,TAM,WR,25,16,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,1,,,,,,,,207,,MackEl20
552,Jeff Maehl,HOU,WR,22,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,208,,MaehJe00
553,Steve Maneri,KAN,TE,23,6,1,0,0,0,0,0,0,0,,0,2,1,1,1.00,0,0,,0,,,,1.1,1.1,0.6,,101,,ManeSt00
554,Chris Massey,CHI,RB,32,6,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,168,,MassCh00
555,Corey McIntyre,BUF,FB,32,16,1,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,160,,McInCo00
556,Richard Medlin,MIA,RB,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,169,,MedlRi00
557,Kerry Meier,ATL,WR,25,12,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,209,,MeieKe00
558,Marlon Moore,MIA,WR,24,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,210,,MoorMa02
559,Rob Myers,WAS,TE,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,107,,MyerRo00
560,Jamar Newsome,JAX,WR,24,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,211,,NewsJa00
561,Moran Norris,SFO,RB,33,5,2,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,170,,NorrMo00
562,Fendi Onobun,JAX,TE,25,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,108,,OnobFe00
563,Lousaka Polite,NWE,RB,30,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,171,,PoliLo00
564,Quinn Porter,STL,RB,25,12,0,0,0,0,0,0,0,0,,0,1,0,0,,0,1,,0,,,,,,,,172,,PortQu00
565,Julius Pruitt,MIA,WR,26,9,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,212,,PruiJu00
566,Terrelle Pryor,OAK,QB,22,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,74,,PryoTe00
567,Richard Quinn,WAS,TE,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,109,,QuinRi00
568,Eron Riley,NYJ,WR,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,213,,RileEr00
569,Courtney Roby,NOR,WR,28,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,214,,RobyCo00
570,Martin Rucker,2TM,TE,26,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,110,,RuckMa00
571,Antone Smith,ATL,RB,26,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,173,,SmitAn01
572,Armond Smith,CLE,RB,25,3,0,0,0,0,0,0,3,2,0.67,0,1,0,0,,0,0,,0,,,,0.2,0.2,0.2,,162,,SmitAr00
573,Stephen Spach,STL,TE,29,10,1,0,0,0,0,0,0,0,,0,3,2,2,1.00,0,0,,0,,,,2.2,2.2,1.2,,100,,SpacSt00
574,Chad Spann,PIT,RB,23,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,174,,SpanCh00
575,Tyler Thigpen,BUF,QB,27,3,0,3,8,25,0,1,1,8,8.00,0,0,0,0,,0,0,,0,,,,-0.2,0.8,0.8,,76,,ThigTy00
576,Roberto Wallace,MIA,WR,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,215,,WallRo01
577,Blair White,IND,WR,24,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,216,,WhitBl00
578,Stephen Williams,ARI,WR,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,217,,WillSt01
579,Kris Wilson,BAL,TE,30,15,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,111,,WilsKr00
580,Will Yeatman,MIA,TE,23,3,2,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,112,,YeatWi00
581,Billy Volek,SDG,QB,35,2,0,0,0,0,0,0,5,-5,-1.00,0,0,0,0,,0,0,,0,,,-1,-0.5,-0.5,-0.5,,78,,VoleBi00
582,Quan Cosby,DEN,WR,29,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,2,1,0,,,-2,-2.0,-1.0,-2.0,,218,,CosbQu00
583,David Reed,BAL,WR,24,11,0,0,0,0,0,0,1,16,16.00,0,2,0,0,,0,3,2,0,,,-2,-2.4,-0.4,-2.4,,219,,ReedDa00
