,,,,,Games,Games,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,Scoring,Scoring,Scoring,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,Fantasy,-additional
Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,-9999
462,Dan Campbell,DAL,TE,28,3,2,0,0,0,0,0,0,0,,0,2,2,16,8.00,0,0,,0,,,2,3.6,3.6,2.6,,93,,CampDa00
463,Kerry Carter,SEA,RB,24,16,0,0,0,0,0,0,4,15,3.75,0,0,0,0,,0,0,,0,,,2,1.5,1.5,1.5,,157,,CartKe01
464,Ki-Jana Carter,NOR,RB,31,2,0,0,0,0,0,0,10,17,1.70,0,1,0,0,,0,0,,0,,,2,1.7,1.7,1.7,,155,,CartKi00
465,Todd Collins,KAN,QB,33,2,0,1,5,42,0,0,1,4,4.00,0,0,0,0,,0,0,,0,,,2,2.1,2.1,2.1,,68,,CollTo00
466,Matt Cushing,PIT,TE,29,16,0,0,0,0,0,0,0,0,,0,1,1,17,17.00,0,0,,0,,,2,2.7,2.7,2.2,,91,,CushMa00
467,Rohan Davey,NWE,QB,26,4,0,4,10,54,0,0,4,-1,-0.25,0,0,0,0,,0,0,,0,,,2,2.1,2.1,2.1,,69,,DaveRo01
468,Koy Detmer,PHI,QB,31,16,1,18,40,207,0,2,10,-7,-0.70,0,0,0,0,,0,1,1,0,,,2,1.6,4.6,3.6,,70,,DetmKo00
469,Lorenzo Diamond,ARI,TE,25,5,4,0,0,0,0,0,0,0,,0,5,3,19,6.33,0,0,,0,,,2,4.9,4.9,3.4,,90,,DiamLo00
470,Talman Gardner,NOR,WR,24,11,1,0,0,0,0,0,0,0,,0,1,1,23,23.00,0,0,,0,,,2,3.3,3.3,2.8,,157,,GardTa00
471,Vick King,MIA,RB,24,2,0,0,0,0,0,0,4,9,2.25,0,2,1,8,8.00,0,0,,0,,,2,2.7,2.7,2.2,,156,,KingVi00
472,Jim Kleinsasser,MIN,TE,27,1,1,0,0,0,0,0,0,0,,0,3,2,24,12.00,0,0,,0,,,2,4.4,4.4,3.4,,89,,KleiJi00
473,Nate Lawrie,TAM,TE,23,2,0,0,0,0,0,0,0,0,,0,1,1,15,15.00,0,0,,0,,,2,2.5,2.5,2.0,,95,,LawrNa00
474,George Layne,2TM,RB,26,4,0,0,0,0,0,0,1,12,12.00,0,1,1,6,6.00,0,0,,0,,,2,2.8,2.8,2.3,,154,,LaynGe00
475,Jamar Martin,MIA,FB,24,9,1,0,0,0,0,0,0,0,,0,8,4,15,3.75,0,1,,0,,,2,5.5,5.5,3.5,,158,,MartJa01
476,Jason McAddley,TEN,WR,25,11,1,0,0,0,0,0,0,0,,0,4,2,38,19.00,0,1,1,0,,,2,3.8,4.8,2.8,,159,,McAdJa00
477,Fred McCrary,ATL,FB,32,3,2,0,0,0,0,0,0,0,,0,4,2,23,11.50,0,0,,0,,,2,4.3,4.3,3.3,,153,,McCrFr00
478,Billy McMullen,PHI,WR,24,8,0,0,0,0,0,0,0,0,,0,17,3,24,8.00,0,0,,0,,,2,5.4,5.4,3.9,,156,,McMuBi00
479,Dave Moore,TAM,TE,35,15,0,0,0,0,0,0,0,0,,0,4,3,17,5.67,0,0,,0,,,2,4.7,4.7,3.2,,92,,MoorDa00
480,Johnnie Morant,OAK,WR,23,4,0,0,0,0,0,0,0,0,,0,2,1,20,20.00,0,0,,0,,,2,3.0,3.0,2.5,,158,,MoraJo00
481,Doug Pederson,GNB,QB,36,4,0,11,23,120,0,2,2,15,7.50,0,0,0,0,,0,0,,0,,,2,2.3,4.3,4.3,,67,,PedeDo00
482,Dedric Ward,DAL,WR,30,8,0,0,0,0,0,0,1,11,11.00,0,8,1,5,5.00,0,1,,0,,,2,2.6,2.6,2.1,,160,,WardDe00
483,Ben Watson,NWE,TE,24,1,1,0,0,0,0,0,0,0,,0,4,2,16,8.00,0,0,,0,,,2,3.6,3.6,2.6,,94,,WatsBe00
484,David Allen,JAX,RB,26,5,0,0,0,0,0,0,0,0,,0,2,2,8,4.00,0,2,,0,,,1,2.8,2.8,1.8,,165,,AlleDa00
485,Bill Baber,TAM,TE,25,1,0,0,0,0,0,0,0,0,,0,1,1,7,7.00,0,0,,0,,,1,1.7,1.7,1.2,,99,,BabeBi00
486,Tony Banks,HOU,QB,31,5,0,1,2,16,0,0,0,0,,0,0,0,0,,0,0,,0,,,1,0.6,0.6,0.6,,71,,BankTo00
487,Alex Bannister,SEA,WR,25,7,1,0,0,0,0,0,0,0,,0,3,2,10,5.00,0,0,,0,,,1,3.0,3.0,2.0,,164,,BannAl00
488,Ronald Bellamy,MIA,WR,23,2,0,0,0,0,0,0,0,0,,0,2,1,8,8.00,0,0,,0,,,1,1.8,1.8,1.3,,165,,BellRo00
489,Tyrone Calico,TEN,WR,24,1,0,0,0,0,0,0,0,0,,0,4,2,13,6.50,0,0,,0,,,1,3.3,3.3,2.3,,161,,CaliTy00
490,Greg Comella,TAM,FB,29,7,0,0,0,0,0,0,0,0,,0,1,1,12,12.00,0,0,,0,,,1,2.2,2.2,1.7,,160,,ComeGr00
491,Devard Darling,BAL,WR,22,3,0,0,0,0,0,0,0,0,,0,2,2,5,2.50,0,1,,0,,,1,2.5,2.5,1.5,,168,,DarlDe00
492,John Gilmore,CHI,TE,25,16,1,0,0,0,0,0,0,0,,0,1,1,11,11.00,0,0,,0,,,1,2.1,2.1,1.6,,96,,GilmJo00
493,Chris Hetherington,OAK,FB,32,5,2,0,0,0,0,0,1,4,4.00,0,4,3,28,9.33,0,1,1,0,,,1,4.2,5.2,2.7,,161,,HethCh00
494,Aaron Moorehead,IND,WR,24,7,0,0,0,0,0,0,0,0,,0,3,1,7,7.00,0,0,,0,,,1,1.7,1.7,1.2,,167,,MoorAa00
495,Sean Morey,PIT,WR,28,16,0,0,0,0,0,0,0,0,,0,3,1,8,8.00,0,0,,0,,,1,1.8,1.8,1.3,,166,,MoreSe00
496,Chad Mustard,CLE,TE,27,7,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,0,,0,,,1,1.9,1.9,1.4,,97,,MustCh00
497,Larry Ned,MIN,RB,26,16,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,0,,0,,,1,1.9,1.9,1.4,,163,,NedxLa00
498,Reggie Newhouse,ARI,WR,23,3,0,0,0,0,0,0,0,0,,0,2,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,169,,NewhRe00
499,Moran Norris,HOU,FB,26,12,4,0,0,0,0,0,1,0,0.00,0,5,4,13,3.25,0,0,,0,,,1,5.3,5.3,3.3,,159,,NorrMo00
500,Brad Pyatt,IND,WR,24,8,0,0,0,0,0,0,0,0,,0,2,2,12,6.00,0,0,,0,,,1,3.2,3.2,2.2,,162,,PyatBr00
501,Rod Smart,CAR,RB,27,3,0,0,0,0,0,0,3,4,1.33,0,1,1,5,5.00,0,1,,0,,,1,1.9,1.9,1.4,,164,,SmarRo00
502,Andrae Thurman,GNB,WR,24,2,0,0,0,0,0,0,0,0,,0,2,2,12,6.00,0,0,,0,,,1,3.2,3.2,2.2,,163,,ThurAn00
503,Troy Walters,IND,WR,28,5,0,0,0,0,0,0,0,0,,0,1,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,170,,WaltTr00
504,Kevin Ware,SFO,TE,24,5,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,0,,0,,,1,1.9,1.9,1.4,,98,,WareKe00
505,Jason Wright,ATL,RB,22,2,0,0,0,0,0,0,3,10,3.33,0,1,0,0,,0,0,,0,,,1,1.0,1.0,1.0,,162,,WrigJa01
506,Charlie Adams,DEN,WR,25,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,173,,AdamCh00
507,Damien Anderson,ARI,RB,25,4,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,169,,AndeDa00
508,Eugene Baker,CAR,WR,28,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,174,,BakeEu00
509,Jarrod Baxter,HOU,FB,25,8,1,0,0,0,0,0,2,1,0.50,0,2,1,3,3.00,0,0,,0,,,,1.4,1.4,0.9,,166,,BaxtJa00
510,Eric Beverly,ATL,TE,30,13,3,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,101,,BeveEr00
511,Todd Bouman,NOR,QB,32,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,74,,BoumTo00
512,Antonio Brown,WAS,WR,26,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,175,,BrowAn01
513,Dante Brown,PIT,RB,24,1,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,170,,BrowDa02
514,Dee Brown,CLE,RB,26,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,173,,BrowDe02
515,Rock Cartwright,WAS,FB,25,13,0,0,0,0,0,0,2,0,0.00,0,1,0,0,,0,0,,0,,,,,,,,174,,CartRo01
516,Aveion Cason,STL,RB,25,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,175,,CasoAv00
517,Gabe Crecion,SFO,TE,27,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,102,,CrecGa20
518,Carey Davis,2TM,RB,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,176,,DaviCa00
519,Carey Davis,ATL,RB,23,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,176,,DaviCa00
520,Dahrran Diedrick,WAS,RB,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,177,,DiedDa20
521,Chris Doering,PIT,WR,31,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,176,,DoerCh00
522,Jeff Dugan,MIN,TE,23,14,2,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,103,,DugaJe00
523,Doug Easlick,MIA,RB,24,3,1,0,0,0,0,0,0,0,,0,2,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,167,,EaslDo20
524,Omar Easy,KAN,FB,27,15,0,0,0,0,0,0,4,1,0.25,0,0,0,0,,0,0,,0,,,,0.1,0.1,0.1,,171,,EasyOm00
525,Jimmy Farris,ATL,WR,26,14,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,177,,FarrJi00
526,P.J. Fleck,SFO,WR,24,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,178,,FlecP.20
527,Gus Frerotte,MIN,QB,33,16,0,0,1,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,75,,FrerGu00
528,Drew Haddad,BUF,WR,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,179,,HaddDr00
529,Derrick Hamilton,SFO,WR,23,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,180,,HamiDe20
530,Lawrence Hamilton,ARI,WR,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,181,,HamiLa20
531,Keith Heinrich,CLE,TE,25,7,0,0,0,0,0,0,0,0,,0,1,1,1,1.00,0,0,,0,,,,1.1,1.1,0.6,,100,,HeinKe00
532,Devery Henderson,NOR,WR,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,182,,HendDe00
533,Darrell Hill,TEN,WR,25,14,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,183,,HillDa20
534,Keenan Howry,MIN,WR,23,3,0,0,0,0,0,0,0,0,,0,1,1,3,3.00,0,0,,0,,,,1.3,1.3,0.8,,172,,HowrKe00
535,Jasen Isom,SFO,FB,27,5,1,0,0,0,0,0,1,0,0.00,0,2,1,1,1.00,0,0,,0,,,,1.1,1.1,0.6,,172,,IsomJa00
536,Daryl Jones,CHI,WR,25,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,,0,,,,,,,,184,,JoneDa02
537,Mark Jones,NYG,WR,24,14,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,185,,JoneMa01
538,Kevin Kasper,NWE,WR,27,8,0,0,0,0,0,0,0,0,,0,3,0,0,,0,0,,0,,,,,,,,186,,KaspKe00
539,Kelvin Kight,GNB,WR,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,187,,KighKe00
540,Matt Kranchick,PIT,TE,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,104,,KranMa00
541,Vonta Leach,GNB,FB,23,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,178,,LeacVo00
542,Jermaine Lewis,JAX,WR,30,9,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,1,,0,,,,1.4,1.4,0.9,,171,,LewiJe00
543,Tom Lopienski,IND,FB,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,179,,LopiTo20
544,James Lynch,CIN,RB,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,180,,LyncJa20
545,Dusty McGrorty,STL,RB,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,181,,McGrDu20
546,Sean McHugh,GNB,FB,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,182,,McHuSe00
547,Harold Morrow,BAL,FB,31,15,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,183,,MorrHa00
548,Chad Morton,WAS,RB,27,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,184,,MortCh00
549,J.J. Moses,HOU,WR,25,15,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,188,,MoseJ.00
550,Ovie Mughelli,BAL,FB,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,185,,MughOv00
551,Frank Murphy,TAM,WR,27,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,189,,MurpFr00
552,Matt Murphy,HOU,TE,24,11,1,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,105,,MurpMa00
553,Ben Nelson,MIN,WR,25,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,190,,NelsBe20
554,J.T. O'Sullivan,GNB,QB,25,1,0,0,0,0,0,0,2,-2,-1.00,0,0,0,0,,0,0,,0,,,,-0.2,-0.2,-0.2,,77,,OSulJ.00
555,John Owens,CHI,TE,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,106,,OwenJo00
556,Rodney Peete,CAR,QB,38,1,0,1,1,3,0,0,1,-1,-1.00,0,0,0,0,,0,0,,0,,,,,,,,72,,PeetRo00
557,Brett Pierce,DAL,TE,23,8,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,107,,PierBr00
558,Lousaka Polite,DAL,RB,23,1,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,168,,PoliLo00
559,Derek Rackley,ATL,TE,27,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,108,,RackDe00
560,Charles Rogers,DET,WR,23,1,1,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,191,,RogeCh01
561,Tony Romo,DAL,QB,24,6,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,73,,RomoTo00
562,Micah Ross,2TM,WR,28,17,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,192,,RossMi20
563,Sean Ryan,DAL,TE,24,6,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,109,,RyanSe00
564,P.K. Sam,NWE,WR,21,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,193,,SamxP.20
565,Darnell Sanders,ATL,TE,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,110,,SandDa00
566,Jake Schifino,TEN,WR,25,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,194,,SchiJa20
567,Richard Smith,KAN,WR,24,4,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,0,,,,,,,,195,,SmitRi20
568,Brian St. Pierre,PIT,QB,25,1,0,0,1,0,0,0,4,-3,-0.75,0,0,0,0,,0,0,,0,,,,-0.3,-0.3,-0.3,,78,,St.PBr20
569,Matt Stanley,SFO,FB,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,186,,StanMa20
570,Kendrick Starling,HOU,WR,25,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,196,,StarKe21
571,Kordell Stewart,BAL,QB,32,2,0,0,0,0,0,0,1,-1,-1.00,0,0,0,0,,0,0,,0,,,,-0.1,-0.1,-0.1,,76,,StewKo00
572,Jeff Thomason,PHI,TE,35,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,111,,ThomJe00
573,Taco Wallace,SEA,WR,23,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,197,,WallTa00
574,Jason Willis,SEA,WR,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,198,,WillJa29
575,Roland Williams,OAK,TE,29,12,3,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,112,,WillRo01
576,Kris Wilson,KAN,FB,23,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,187,,WilsKr00
577,Mark Wilson,WAS,TE,24,2,1,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,113,,WilsMa21
578,J.P. Losman,BUF,QB,23,4,0,3,5,32,0,1,2,15,7.50,0,0,0,0,,0,1,1,0,,,-1,-1.2,0.8,-0.2,,79,,LosmJ.00
579,Cody Pickett,SFO,QB,24,1,0,4,10,55,0,2,1,5,5.00,0,0,0,0,,0,1,,0,,,-1,-1.3,0.7,0.7,,80,,PickCo00
580,Mike Sellers,WAS,RB,29,16,1,0,0,0,0,0,0,0,,0,2,1,14,14.00,0,0,1,0,,,-1,0.4,1.4,-0.1,,188,,SellMi00
581,Carlos Francis,OAK,WR,23,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,0,,,-2,-2.0,-1.0,-2.0,,199,,FranCa20
582,Jamall Broussard,CAR,WR,23,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,2,2,0,,,-4,-4.0,-2.0,-4.0,,200,,BrouJa20
